loss,accuracy,val_loss,val_accuracy
66.32859802246094,0.22485876083374023,1.8045332431793213,0.05589430779218674
1.7626829147338867,0.13864406943321228,1.7929706573486328,0.08638211339712143
1.6877398490905762,0.14745762944221497,1.763988971710205,0.14735771715641022
1.5702450275421143,0.23559321463108063,1.7473348379135132,0.1565040647983551
1.4828343391418457,0.22519774734973907,1.7116634845733643,0.17479674518108368
1.4225703477859497,0.2810169458389282,1.7152345180511475,0.17987805604934692
1.3935372829437256,0.27966102957725525,1.7268270254135132,0.20020325481891632
1.301405429840088,0.33175140619277954,1.7605531215667725,0.22256097197532654
1.2430756092071533,0.3737853169441223,1.8143141269683838,0.2286585420370102
1.2200946807861328,0.38632768392562866,1.8736895322799683,0.21239838004112244
1.1976442337036133,0.393785297870636,1.866072416305542,0.2611788511276245
1.1983699798583984,0.39062148332595825,1.9618231058120728,0.2997967600822449
1.3199859857559204,0.3505084812641144,1.8884027004241943,0.21138212084770203
1.2311742305755615,0.37197738885879517,1.9808833599090576,0.25304877758026123
1.1910797357559204,0.4062146842479706,1.8734151124954224,0.24491870403289795
1.1477584838867188,0.4294915199279785,1.9849292039871216,0.25711381435394287
1.2869986295700073,0.3515254259109497,1.8882795572280884,0.18292683362960815
1.207874059677124,0.3866666555404663,1.947758674621582,0.22052845358848572
1.123988151550293,0.4433898329734802,1.9798980951309204,0.25304877758026123
1.0625836849212646,0.4658757150173187,2.154473066329956,0.2804878056049347
1.0863254070281982,0.45638418197631836,2.0262131690979004,0.30792683362960815
1.0359641313552856,0.48745763301849365,1.9987882375717163,0.30691057443618774
1.063799500465393,0.47265535593032837,2.1027674674987793,0.2896341383457184
1.0348939895629883,0.4815819263458252,2.0253162384033203,0.2794715464115143
0.9954366683959961,0.5097175240516663,2.127889394760132,0.309959352016449
0.9648324847221375,0.5268926620483398,2.1117773056030273,0.3252032399177551
0.9678836464881897,0.5215819478034973,2.1469027996063232,0.3109756112098694
0.9559946656227112,0.5355932116508484,2.2671873569488525,0.33739838004112244
0.9394226670265198,0.5576271414756775,2.3856425285339355,0.3353658616542816
0.9421208500862122,0.5526553392410278,2.2358298301696777,0.31605690717697144
0.8811987638473511,0.5769491791725159,2.2779159545898438,0.32926830649375916
0.8956819772720337,0.5744632482528687,2.063110828399658,0.336382120847702
0.8723310232162476,0.5798870325088501,2.2060868740081787,0.29776424169540405
0.8466466665267944,0.592090368270874,2.256927728652954,0.33841463923454285
0.8341398239135742,0.6111864447593689,2.314070701599121,0.34756097197532654
0.8090515732765198,0.6266666650772095,2.2189619541168213,0.3445121943950653
0.8521776795387268,0.5969491600990295,2.426057815551758,0.35060974955558777
0.823340654373169,0.6231638193130493,2.290095806121826,0.3313008248806
0.78770911693573,0.6380791068077087,2.2856569290161133,0.38922762870788574
0.9289785027503967,0.5715253949165344,2.407384157180786,0.27642276883125305
0.8103787899017334,0.6124293804168701,2.2583088874816895,0.37093496322631836
0.8106034398078918,0.6178531050682068,2.442232608795166,0.3434959352016449
0.7603878974914551,0.657288134098053,2.495790958404541,0.3313008248806
0.7445580363273621,0.6564971804618835,2.5456948280334473,0.36991870403289795
0.6969431638717651,0.6794350147247314,2.3249435424804688,0.3668699264526367
0.8832231163978577,0.590395450592041,2.372361660003662,0.3241869807243347
0.8664299249649048,0.6031638383865356,2.3954832553863525,0.3658536672592163
0.7017295956611633,0.6688135862350464,2.4072699546813965,0.39024388790130615
0.7592883706092834,0.6546892523765564,2.2001333236694336,0.3313008248806
0.7616629600524902,0.6526553630828857,2.5362746715545654,0.40142276883125305
0.6430824995040894,0.7049717307090759,2.463674306869507,0.3638211488723755
