loss,accuracy,val_loss,val_accuracy
0.48717543482780457,0.9626069068908691,1.14407479763031,0.6382113695144653
0.05834584683179855,0.9782286286354065,1.2764874696731567,0.6351625919342041
0.0519259050488472,0.9780165553092957,1.2891407012939453,0.6504064798355103
0.05105040222406387,0.977945864200592,1.2935441732406616,0.6575203537940979
0.05089038982987404,0.977945864200592,1.3020269870758057,0.647357702255249
0.050657398998737335,0.9782992601394653,1.2705936431884766,0.6524389982223511
0.04997427761554718,0.977945864200592,1.2866284847259521,0.6717479825019836
0.049877651035785675,0.9787940979003906,1.3487064838409424,0.6585366129875183
0.04982255399227142,0.9784406423568726,1.3417935371398926,0.6554877758026123
0.04957149550318718,0.9786527156829834,1.3362356424331665,0.6585366129875183
0.04945618286728859,0.9786527156829834,1.328281283378601,0.6524389982223511
0.049349501729011536,0.9780872464179993,1.3153356313705444,0.6575203537940979
0.04967388138175011,0.978369951248169,1.3516039848327637,0.6605691313743591
0.04898364096879959,0.9780872464179993,1.3186739683151245,0.6534552574157715
0.049136675894260406,0.9782286286354065,1.354978322982788,0.6585366129875183
0.04928832873702049,0.9778751730918884,1.3298922777175903,0.6626016497612
0.04894089698791504,0.9778751730918884,1.372450351715088,0.6575203537940979
