loss,accuracy,val_loss,val_accuracy
0.5642839074134827,0.9238001108169556,0.8854556083679199,0.7144308686256409
0.12086544930934906,0.9427440166473389,0.9616004228591919,0.707317054271698
0.11389520019292831,0.9418251514434814,0.9900960326194763,0.7012194991111755
0.11011841148138046,0.9413303136825562,0.9986426830291748,0.7052845358848572
0.10783883929252625,0.942319929599762,1.0224469900131226,0.6961382031440735
0.10747835040092468,0.9414716958999634,1.010845422744751,0.7012194991111755
0.10688578337430954,0.9425320029258728,1.0300250053405762,0.6951219439506531
0.10892941057682037,0.9414716958999634,1.0255860090255737,0.6971544623374939
0.107576884329319,0.9408355355262756,1.009812355041504,0.6981707215309143
0.10794111341238022,0.9411889314651489,1.0306750535964966,0.6971544623374939
0.1073295921087265,0.939633846282959,1.027993083000183,0.6971544623374939
